ID,RAC1P,RAC2P,RAC3P,PERNP,SCHG,SCHL
036830,1,1,1,20000,,21
036831,1,1,1,43700,,24
036832,1,1,1,0,,21
036833,1,1,1,50000,,16
036834,1,1,1,45000,,22
036835,1,1,1,39000,,20
036836,1,1,1,90000,,19
036837,2,2,2,47000,,18
036838,2,2,2,14400,,16
036839,1,1,1,96000,,21
036840,1,1,1,20000,,21
036841,1,1,1,0,,17
036842,2,2,2,25000,,21
036843,2,2,2,35000,,20
036844,2,2,2,,3,3
036845,2,2,2,,3,3
036846,2,2,2,,3,3
036847,6,57,9,31800,,16
036848,6,57,9,15400,,1
036849,1,1,1,36000,,19
036850,1,1,1,33000,,21
036851,1,1,1,0,,19
036852,1,1,1,9000,,21
036853,1,1,1,110000,,21
036854,1,1,1,0,,21
036855,1,1,1,0,16,21
036856,9,68,16,,1,1
036857,1,1,1,0,,17
036858,6,43,5,120000,,22
036859,6,43,5,0,,22
036860,6,43,5,,,2
036861,6,43,5,,,
036862,1,1,1,147000,,21
036863,1,1,1,93000,,20
036864,1,1,1,30000,,18
036865,1,1,1,,2,1
036866,1,1,1,,1,1
036867,1,1,1,35000,,17
036868,1,1,1,0,,24
036869,1,1,1,9000,,21
036870,1,1,1,12600,,18
036871,1,1,1,3400,,21
036872,1,1,1,0,,16
036873,8,67,15,67000,,22
036874,1,1,1,0,,21
036875,1,1,1,65000,,21
036876,1,1,1,45000,,23
036877,1,1,1,135000,,19
036878,1,1,1,25400,,20
036879,1,1,1,0,,16
036880,1,1,1,,10,10
036881,1,1,1,15000,,18
036882,1,1,1,32000,,17
036883,1,1,1,7000,,16
036884,1,1,1,0,12,12
036885,1,1,1,0,,18
036886,1,1,1,4000,,16
036887,1,1,1,85000,,21
036888,1,1,1,44000,,21
036889,1,1,1,,,
036890,6,49,8,5000,,21
036891,6,49,8,19900,,19
036892,1,1,1,2000,15,19
036893,1,1,1,16000,15,19
036894,1,1,1,16000,15,19
036895,1,1,1,6000,15,19
036896,1,1,1,0,,17
036897,1,1,1,0,,18
036898,1,1,1,0,,16
036899,1,1,1,6000,,16
036900,6,45,6,150000,,23
036901,1,1,1,4000,,19
036902,9,68,24,,10,10
036903,9,68,24,,8,8
036904,1,1,1,0,,18
036905,1,1,1,0,,16
036906,1,1,1,0,,20
036907,1,1,1,5000,,20
036908,1,1,1,24000,,21
036909,1,1,1,60000,,19
036910,1,1,1,46000,,18
036911,6,45,6,9900,15,21
036912,9,68,20,,7,7
036913,9,68,20,,6,6
036914,9,68,20,,5,5
036915,1,1,1,72000,,19
036916,1,1,1,0,,14
036917,1,1,1,,9,9
036918,1,1,1,0,,21
036919,1,1,1,34000,,22
036920,1,1,1,467000,,18
036921,1,1,1,80000,,16
036922,1,1,1,80000,,17
036923,1,1,1,450,14,14
036924,1,1,1,6000,,16
036925,1,1,1,17000,,17
036926,1,1,1,,4,4
036927,1,1,1,,,
036928,1,1,1,3100,,14
036929,1,1,1,0,,23
036930,1,1,1,65000,,19
036931,1,1,1,2700,,21
036932,1,1,1,1200,,19
036933,1,1,1,,,12
036934,1,1,1,8500,,19
036935,1,1,1,190000,,21
036936,1,1,1,,4,5
036937,1,1,1,,2,3
036938,1,1,1,66000,,22
036939,1,1,1,62000,16,22
036940,1,1,1,,10,10
036941,1,1,1,,,1
036942,9,68,17,33600,,19
036943,1,1,1,0,,22
036944,1,1,1,0,,23
036945,1,1,1,0,,19
036946,6,43,5,0,15,19
036947,1,1,1,13000,,18
036948,1,1,1,0,,16
036949,1,1,1,69000,,18
036950,1,1,1,23000,,18
036951,1,1,1,40000,,21
036952,1,1,1,65000,,22
036953,1,1,1,460,,21
036954,1,1,1,6800,,22
036955,1,1,1,0,,19
036956,1,1,1,36000,,1
036957,1,1,1,89000,,19
036958,1,1,1,50000,,19
036959,1,1,1,9000,,19
036960,8,67,15,15000,,11
036961,8,67,15,25000,,11
036962,8,67,15,134000,,12
036963,8,67,15,0,,12
036964,8,67,15,13500,15,19
036965,8,67,15,0,14,16
036966,8,67,15,,10,11
036967,8,67,15,,3,4
036968,9,68,58,,,
036969,9,68,58,,,
036970,8,67,15,33000,,11
036971,9,68,58,0,14,14
036972,1,1,1,11000,,16
036973,1,1,1,8800,,16
036974,1,1,1,,,2
036975,1,1,1,0,12,12
036976,1,1,1,,6,6
036977,1,1,1,660,13,13
036978,1,1,1,78000,,21
036979,1,1,1,120000,,19
036980,1,1,1,40000,,19
036981,1,1,1,0,,19
036982,1,1,1,0,,22
036983,1,1,1,0,,18
036984,1,1,1,20000,,22
036985,3,21,3,0,,16
036986,3,21,3,1900,,16
036987,9,68,30,,,
036988,2,2,2,8000,,16
036989,1,1,1,40000,,19
036990,1,1,1,0,13,13
036991,1,1,1,8000,,20
036992,1,1,1,110600,,22
036993,1,1,1,75000,16,21
036994,1,1,1,82000,,19
036995,1,1,1,62000,,19
036996,1,1,1,5400,,19
036997,8,67,15,40500,,15
036998,8,67,15,45000,,16
036999,8,67,15,9000,15,18
037000,8,67,15,,10,10
037001,8,67,15,,4,4
037002,8,67,15,0,,5
037003,1,1,1,0,,19
037004,1,1,1,0,,18
037005,2,2,2,20000,,16
037006,2,2,2,0,14,14
037007,2,2,2,,10,10
037008,1,1,1,52000,15,21
037009,1,1,1,33000,,21
037010,6,45,6,100,15,19
037011,1,1,1,0,,21
037012,1,1,1,0,,21
037013,1,1,1,12000,,18
037014,1,1,1,25000,,20
037015,1,1,1,0,,20
037016,1,1,1,0,,21
037017,1,1,1,0,,21
037018,1,1,1,0,,22
037019,1,1,1,0,,19
037020,1,1,1,3500,,16
037021,1,1,1,0,,16
037022,9,68,67,98000,,22
037023,6,48,7,0,,21
037024,9,68,73,0,15,16
037025,9,68,73,,7,7
037026,1,1,1,37000,,12
037027,1,1,1,20000,,9
037028,1,1,1,,9,9
037029,1,1,1,,6,6
037030,1,1,1,120000,,22
037031,1,1,1,98000,,21
037032,1,1,1,0,12,12
037033,1,1,1,0,,16
037034,8,67,15,0,,8
037035,8,67,15,,9,9
037036,8,67,15,,6,6
037037,8,67,15,,4,4
037038,1,1,1,55000,,9
037039,1,1,1,,8,8
037040,1,1,1,0,,16
037041,1,1,1,0,,16
037042,6,43,5,0,,21
037043,6,56,10,0,,24
037044,1,1,1,34000,,20
037045,1,1,1,,,1
037046,1,1,1,59000,,16
037047,1,1,1,0,15,18
037048,1,1,1,0,,19
037049,1,1,1,0,,16
037050,1,1,1,0,,16
037051,1,1,1,0,15,18
037052,1,1,1,240,,16
037053,1,1,1,40000,,19
037054,1,1,1,0,,16
037055,1,1,1,,3,3
037056,1,1,1,,,1
037057,1,1,1,40000,,21
037058,1,1,1,110000,,22
037059,1,1,1,,4,4
037060,1,1,1,,1,1
037061,1,1,1,100000,,19
037062,1,1,1,110000,,21
037063,1,1,1,6000,,17
037064,1,1,1,30000,,18
037065,1,1,1,,1,1
037066,1,1,1,0,,14
037067,1,1,1,0,,15
037068,1,1,1,0,,18
037069,1,1,1,142000,,20
037070,1,1,1,0,,21
037071,1,1,1,,2,2
037072,1,1,1,,,1
037073,1,1,1,,,
037074,1,1,1,38800,,21
037075,1,1,1,0,,22
037076,1,1,1,60000,,19
037077,1,1,1,0,,19
037078,9,68,17,25100,,21
037079,9,68,17,23500,,18
037080,9,68,17,0,,16
037081,1,1,1,120000,,21
037082,1,1,1,3000,,19
037083,1,1,1,,11,12
037084,1,1,1,,6,7
037085,1,1,1,31200,,21
037086,1,1,1,33300,,21
037087,6,44,5,0,,24
037088,6,44,5,0,,21
037089,1,1,1,60000,,20
037090,1,1,1,20000,,18
037091,6,43,5,467000,,22
037092,6,43,5,150000,,22
037093,6,43,5,5000,,21
037094,6,43,5,0,14,15
037095,1,1,1,2700,,21
037096,1,1,1,60000,16,21
037097,1,1,1,49000,,20
037098,1,1,1,0,15,19
037099,1,1,1,140000,,21
037100,1,1,1,57000,,21
037101,1,1,1,,,1
037102,1,1,1,0,,14
037103,1,1,1,0,,16
037104,1,1,1,0,,16
037105,3,12,3,31100,,17
037106,3,12,3,15800,,20
037107,1,1,1,0,,21
037108,1,1,1,40000,,16
037109,1,1,1,30000,,15
037110,1,1,1,200,15,20
037111,1,1,1,0,,16
037112,1,1,1,150000,,19
037113,1,1,1,30000,,21
037114,1,1,1,110000,,19
037115,1,1,1,0,,19
037116,1,1,1,,4,4
037117,1,1,1,16000,,19
037118,1,1,1,3800,,22
037119,1,1,1,0,,15
037120,1,1,1,600,,19
037121,1,1,1,0,,19
037122,1,1,1,80000,,18
037123,1,1,1,0,,18
037124,1,1,1,3000,,17
037125,6,43,5,,6,7
037126,1,1,1,0,,17
037127,1,1,1,100000,,21
037128,1,1,1,81000,,21
037129,1,1,1,0,,16
037130,1,1,1,45000,,21
037131,1,1,1,0,,20
037132,1,1,1,53000,,18
037133,1,1,1,0,,16
037134,1,1,1,0,,19
037135,1,1,1,20200,,19
037136,9,68,17,0,,19
037137,1,1,1,114000,,22
037138,1,1,1,28400,,23
037139,1,1,1,100,13,13
037140,1,1,1,95000,,19
037141,1,1,1,0,,16
037142,1,1,1,0,,20
037143,1,1,1,800,,19
037144,6,43,5,170000,,22
037145,6,43,5,150000,,21
037146,6,43,5,,8,8
037147,6,43,5,,4,4
037148,1,1,1,0,15,19
037149,6,45,6,6800,15,19
037150,9,68,20,,3,3
037151,1,1,1,0,,16
037152,1,1,1,0,,16
037153,1,1,1,0,,21
037154,1,1,1,0,,22
037155,1,1,1,0,,16
037156,1,1,1,10600,,1
037157,1,1,1,33800,,19
037158,1,1,1,32000,,19
037159,1,1,1,60000,,16
037160,1,1,1,,10,10
037161,1,1,1,15000,,20
037162,1,1,1,0,,16
037163,1,1,1,28000,,16
037164,2,2,2,20000,,15
037165,1,1,1,140000,,21
037166,6,49,8,0,,21
037167,9,68,22,,3,3
037168,9,68,22,,1,1
037169,1,1,1,-5100,,21
037170,1,1,1,-5100,,16
037171,1,1,1,46900,,20
037172,1,1,1,0,,19
037173,1,1,1,,,1
037174,1,1,1,,,
037175,1,1,1,,,
037176,1,1,1,115000,,24
037177,6,49,8,900,,21
037178,9,68,22,,,
037179,1,1,1,0,,12
037180,1,1,1,0,,16
037181,3,23,3,0,,17
037182,1,1,1,165000,,19
037183,1,1,1,8000,,20
037184,1,1,1,,7,8
037185,1,1,1,,4,5
037186,1,1,1,,1,2
037187,1,1,1,0,,21
037188,1,1,1,20000,,19
037189,1,1,1,18000,,15
037190,1,1,1,76000,,19
037191,1,1,1,2400,,19
037192,1,1,1,,4,4
037193,1,1,1,,1,2
037194,6,57,9,9300,,16
037195,6,57,9,700,15,18
037196,2,2,2,75000,,22
037197,1,1,1,0,16,20
037198,1,1,1,30000,,1
037199,1,1,1,40000,,16
037200,1,1,1,0,,16
037201,1,1,1,3400,,16
037202,1,1,1,62000,,21
037203,1,1,1,62000,,21
037204,6,43,5,850000,,21
037205,1,1,1,45000,,19
037206,1,1,1,0,,18
037207,1,1,1,0,,13
037208,1,1,1,19500,,21
037209,1,1,1,220000,,19
037210,1,1,1,0,,19
037211,1,1,1,48000,,19
037212,1,1,1,0,,19
037213,1,1,1,0,,15
037214,1,1,1,60000,,16
037215,9,68,17,0,,12
037216,1,1,1,0,,17
037217,1,1,1,0,13,13
037218,1,1,1,0,,18
037219,1,1,1,48300,,20
037220,1,1,1,45000,,20
037221,1,1,1,140000,,23
037222,1,1,1,467000,,22
037223,1,1,1,16000,,21
037224,1,1,1,103000,,21
037225,1,1,1,1000,,21
037226,1,1,1,0,,19
037227,1,1,1,28000,,16
037228,1,1,1,3000,15,18
037229,1,1,1,0,,18
037230,1,1,1,0,,18
037231,1,1,1,0,16,21
037232,1,1,1,0,,20
037233,1,1,1,0,,18
037234,1,1,1,59000,,19
037235,1,1,1,60000,,18
037236,1,1,1,42000,15,16
037237,1,1,1,22500,15,18
037238,3,27,3,13000,,18
037239,1,1,1,50000,,21
037240,1,1,1,0,,16
037241,1,1,1,45000,15,16
037242,1,1,1,13000,15,21
037243,1,1,1,45300,,21
037244,1,1,1,0,,16
037245,1,1,1,65000,,21
037246,1,1,1,75000,,21
037247,6,42,10,60000,,16
037248,6,42,10,30700,,16
037249,6,42,10,0,,1
037250,3,28,3,9000,,1
037251,3,28,3,700,15,19
037252,3,28,3,0,,14
037253,1,1,1,0,,16
037254,1,1,1,0,,16
037255,1,1,1,49000,,20
037256,1,1,1,,,
037257,1,1,1,50000,,21
037258,1,1,1,0,12,13
037259,1,1,1,,7,8
037260,1,1,1,,,1
037261,1,1,1,125000,,18
037262,1,1,1,0,,20
037263,6,43,5,2000,15,16
037264,1,1,1,0,,19
037265,1,1,1,0,15,18
037266,1,1,1,97000,,21
037267,1,1,1,80000,15,19
037268,1,1,1,4000,15,16
037269,6,48,7,0,,19
037270,6,48,7,0,,19
037271,1,1,1,52000,,15
037272,1,1,1,0,16,20
037273,1,1,1,,,
037274,1,1,1,0,,17
037275,1,1,1,0,,12
037276,1,1,1,200000,,21
037277,1,1,1,80000,,21
037278,1,1,1,1000,14,14
037279,1,1,1,800,13,13
037280,1,1,1,,10,10
037281,1,1,1,,6,6
037282,1,1,1,38500,,16
037283,1,1,1,24300,,13
037284,1,1,1,,11,12
037285,1,1,1,0,,1
037286,1,1,1,0,,19
037287,1,1,1,185000,,19
037288,1,1,1,0,,18
037289,1,1,1,,,
037290,1,1,1,0,,19
037291,1,1,1,40000,,16
037292,1,1,1,0,,16
037293,1,1,1,60000,,16
037294,1,1,1,33000,,16
037295,1,1,1,22000,,16
037296,2,2,2,0,,19
037297,1,1,1,0,,19
037298,1,1,1,0,,20
037299,2,2,2,15000,,21
037300,1,1,1,60000,,16
037301,9,68,17,0,,23
037302,9,68,60,36100,,17
037303,9,68,60,1100,,1
037304,1,1,1,24000,,16
037305,1,1,1,,,
037306,3,21,3,0,,16
037307,1,1,1,80000,,21
037308,3,21,3,30000,,19
037309,6,57,9,,8,8
037310,6,57,9,0,13,13
037311,6,57,9,24000,,16
037312,1,1,1,0,15,18
037313,6,49,8,0,16,22
037314,1,1,1,125000,,21
037315,1,1,1,3000,,21
037316,1,1,1,,,
037317,1,1,1,,,
037318,1,1,1,50000,,20
037319,1,1,1,102000,,16
037320,1,1,1,0,12,12
037321,1,1,1,,8,8
037322,1,1,1,0,13,13
037323,1,1,1,,11,11
037324,1,1,1,0,,19
037325,1,1,1,120000,,16
037326,1,1,1,0,,19
037327,1,1,1,30000,,16
037328,1,1,1,0,,12
037329,1,1,1,20000,,21
037330,1,1,1,150000,,18
037331,1,1,1,,2,3
037332,1,1,1,,2,3
037333,1,1,1,15600,,18
037334,2,2,2,15200,,16
037335,1,1,1,0,,21
037336,1,1,1,0,,20
037337,1,1,1,27000,,19
037338,1,1,1,47000,,19
037339,8,67,15,0,,12
037340,8,67,15,0,,1
037341,8,67,15,9000,,16
037342,8,67,15,,11,11
037343,8,67,15,,4,4
037344,1,1,1,105000,,21
037345,6,38,4,48000,,22
037346,6,38,4,0,,22
037347,6,38,4,0,,14
037348,1,1,1,25000,,16
037349,1,1,1,31000,,19
037350,1,1,1,,,
037351,3,21,3,300,,18
037352,3,21,3,,8,8
037353,3,28,3,,6,6
037354,3,28,3,,3,3
037355,3,28,3,,1,1
037356,3,28,3,750,,16
037357,1,1,1,0,,19
037358,1,1,1,0,,19
037359,1,1,1,70000,,21
037360,1,1,1,44400,16,22
037361,1,1,1,0,14,14
037362,1,1,1,,11,11
037363,1,1,1,0,,21
037364,1,1,1,150000,,20
037365,1,1,1,,1,1
037366,1,1,1,,,
037367,1,1,1,0,,22
037368,1,1,1,0,,22
037369,1,1,1,25000,,19
037370,1,1,1,25000,,15
037371,1,1,1,3900,,19
037372,1,1,1,78000,,16
037373,1,1,1,0,,21
037374,1,1,1,40000,,16
037375,1,1,1,75000,,19
037376,1,1,1,52000,,21
037377,1,1,1,27000,,19
037378,1,1,1,0,,16
037379,1,1,1,0,,20
037380,1,1,1,0,,11
037381,9,68,16,,10,10
037382,1,1,1,0,,19
037383,6,49,8,51000,,18
037384,1,1,1,0,,23
037385,9,68,23,0,,14
037386,9,68,98,467000,,21
037387,1,1,1,0,,20
037388,1,1,1,483000,,21
037389,1,1,1,0,,18
037390,1,1,1,,10,11
037391,1,1,1,9000,,19
037392,1,1,1,60000,,21
037393,1,1,1,0,14,14
037394,1,1,1,,11,11
037395,1,1,1,95000,,21
037396,1,1,1,82000,,21
037397,1,1,1,13000,,15
037398,1,1,1,0,15,18
037399,1,1,1,0,13,14
037400,5,37,3,0,,21
037401,3,21,3,0,,16
037402,9,68,41,18000,,17
037403,1,1,1,80000,,21
037404,1,1,1,0,,20
037405,1,1,1,0,15,18
037406,1,1,1,70000,,21
037407,1,1,1,50000,,20
037408,1,1,1,0,,16
037409,1,1,1,0,,19
037410,1,1,1,0,15,20
037411,1,1,1,20000,,19
037412,1,1,1,73000,,13
037413,1,1,1,8000,15,19
037414,1,1,1,0,14,16
037415,2,2,2,16900,,19
037416,1,1,1,14400,,19
037417,1,1,1,13100,,16
037418,1,1,1,109000,,21
037419,1,1,1,300,13,14
037420,1,1,1,0,13,14
037421,1,1,1,25000,,19
037422,1,1,1,40000,,19
037423,1,1,1,6000,,16
037424,1,1,1,0,,16
037425,1,1,1,0,13,13
037426,1,1,1,,12,12
037427,3,28,3,,11,11
037428,1,1,1,4800,,19
037429,1,1,1,25000,,16
037430,1,1,1,33000,,16
037431,1,1,1,12500,,16
037432,1,1,1,,5,5
037433,1,1,1,,3,3
037434,1,1,1,0,,8
037435,1,1,1,0,,20
037436,1,1,1,850000,,22
037437,1,1,1,,7,8
037438,1,1,1,,4,5
037439,1,1,1,115000,,23
037440,1,1,1,130000,,23
037441,1,1,1,0,,13
037442,1,1,1,207000,,24
037443,1,1,1,0,,16
037444,1,1,1,47900,,11
037445,2,2,2,105000,,22
037446,1,1,1,0,,13
037447,1,1,1,0,,18
037448,1,1,1,0,,16
037449,1,1,1,3700,,20
037450,1,1,1,24000,,18
037451,1,1,1,24000,,19
037452,1,1,1,30000,,21
037453,1,1,1,0,,21
037454,1,1,1,0,,16
037455,1,1,1,12000,,20
037456,1,1,1,0,,19
037457,1,1,1,0,,16
037458,1,1,1,0,,19
037459,1,1,1,60000,,21
037460,6,45,6,130000,,21
037461,9,68,40,,4,4
037462,3,16,3,75000,,16
037463,1,1,1,198000,,21
037464,1,1,1,0,,20
037465,1,1,1,,,1
037466,2,2,2,28800,16,21
037467,9,68,17,,7,8
037468,1,1,1,,2,2
037469,1,1,1,0,,16
037470,1,1,1,0,,17
037471,1,1,1,300,15,18
037472,3,3,3,31200,,22
037473,1,1,1,0,,22
037474,1,1,1,0,,20
037475,1,1,1,7200,,19
037476,1,1,1,65000,,20
037477,1,1,1,39000,,21
037478,1,1,1,27000,,21
037479,1,1,1,72000,,23
037480,1,1,1,,1,2
037481,1,1,1,,,
037482,1,1,1,115000,,18
037483,1,1,1,0,,19
037484,3,21,3,3000,,17
037485,1,1,1,5000,15,19
037486,1,1,1,60000,,22
037487,2,2,2,20000,,21
037488,6,42,10,0,12,13
037489,2,2,2,,7,8
037490,1,1,1,0,,20
037491,1,1,1,0,,20
037492,9,68,20,76000,,21
037493,9,68,20,,10,11
037494,9,68,20,,7,8
037495,1,1,1,70000,,16
037496,1,1,1,9800,,16
037497,1,1,1,,3,3
037498,1,1,1,4500,15,17
037499,1,1,1,35000,,14
037500,1,1,1,15000,,16
037501,1,1,1,,10,10
037502,1,1,1,,6,6
037503,1,1,1,0,,20
037504,1,1,1,383000,,23
037505,1,1,1,0,,19
037506,1,1,1,22000,,20
037507,1,1,1,,8,8
037508,1,1,1,,6,6
037509,1,1,1,9000,,19
037510,1,1,1,58000,,16
037511,1,1,1,3000,15,19
037512,1,1,1,51000,,21
037513,1,1,1,47000,,21
037514,1,1,1,,4,4
037515,1,1,1,,1,1
037516,6,38,4,65000,,22
037517,6,38,4,0,,15
037518,2,2,2,0,,20
037519,2,2,2,78000,,13
037520,1,1,1,0,,16
037521,1,1,1,0,,16
037522,1,1,1,0,,16
037523,1,1,1,0,,21
037524,9,68,17,0,,21
037525,1,1,1,85000,,20
037526,1,1,1,10000,,16
037527,1,1,1,0,,14
037528,1,1,1,,10,10
037529,1,1,1,149000,,21
037530,1,1,1,106000,,21
037531,1,1,1,30000,,16
037532,3,27,3,10000,,16
037533,1,1,1,,,
037534,6,38,4,95000,,22
037535,6,38,4,3500,,22
037536,6,38,4,,8,9
037537,1,1,1,37000,,19
037538,1,1,1,46000,,19
037539,1,1,1,0,,16
037540,1,1,1,0,,20
037541,2,2,2,32000,,1
037542,2,2,2,14400,15,19
037543,2,2,2,570,14,15
037544,2,2,2,,12,12
037545,1,1,1,48000,,19
037546,1,1,1,0,,21
037547,1,1,1,0,,16
037548,1,1,1,20600,,19
037549,6,45,6,53000,,21
037550,1,1,1,340,12,12
037551,1,1,1,80000,,23
037552,1,1,1,50,,19
037553,1,1,1,85000,,18
037554,9,68,20,40000,,21
037555,9,68,20,,2,1
037556,9,68,20,,,
037557,1,1,1,45000,,19
037558,1,1,1,,8,8
037559,1,1,1,,3,3
037560,1,1,1,41800,,21
037561,1,1,1,0,,21
037562,6,49,8,0,,16
037563,6,43,5,467000,,24
037564,1,1,1,0,,11
037565,1,1,1,48300,,19
037566,1,1,1,0,,16
037567,1,1,1,33000,,21
037568,1,1,1,0,,16
037569,1,1,1,0,,20
037570,1,1,1,70000,,21
037571,1,1,1,83000,,20
037572,1,1,1,54000,,17
037573,1,1,1,38000,,20
037574,1,1,1,20000,15,19
037575,1,1,1,0,14,15
037576,1,1,1,113000,,20
037577,1,1,1,0,,18
037578,1,1,1,,2,2
037579,1,1,1,38000,,22
037580,1,1,1,125000,,22
037581,1,1,1,34000,,16
037582,1,1,1,0,,16
037583,3,23,3,30000,,21
037584,3,23,3,0,,16
037585,3,23,3,,7,7
037586,3,23,3,,4,4
037587,3,23,3,,,
037588,8,67,15,16800,,8
037589,8,67,15,28600,,11
037590,8,67,15,0,14,14
037591,1,1,1,0,,16
037592,1,1,1,0,,19
037593,1,1,1,0,,14
037594,1,1,1,13500,,21
037595,1,1,1,8500,,21
037596,1,1,1,8000,,15
037597,1,1,1,50000,,19
037598,1,1,1,25000,,20
037599,1,1,1,3000,,16
037600,1,1,1,0,15,17
037601,1,1,1,0,,20
037602,1,1,1,0,,18
037603,1,1,1,47000,,20
037604,1,1,1,,8,8
037605,1,1,1,,6,6
037606,1,1,1,,4,4
037607,2,2,2,60000,,16
037608,2,2,2,0,,16
037609,1,1,1,25000,,19
037610,1,1,1,0,,20
037611,1,1,1,76000,,16
037612,1,1,1,,,1
037613,1,1,1,,,
037614,6,38,4,150000,,22
037615,1,1,1,49000,,22
037616,1,1,1,72000,,18
037617,1,1,1,90000,,18
037618,1,1,1,0,,19
037619,1,1,1,50000,,19
037620,1,1,1,0,,16
037621,1,1,1,0,,17
037622,1,1,1,58000,,21
037623,1,1,1,0,,16
037624,1,1,1,8300,,21
037625,1,1,1,0,,16
037626,1,1,1,40000,,1
037627,1,1,1,65000,,19
037628,1,1,1,7500,,19
037629,1,1,1,3000,,16
037630,1,1,1,6000,,20
037631,1,1,1,95000,,22
037632,1,1,1,32000,,21
037633,1,1,1,0,,21
037634,1,1,1,100000,,22
037635,1,1,1,,7,8
037636,1,1,1,,6,7
037637,1,1,1,,,1
037638,1,1,1,36000,,16
037639,1,1,1,16000,15,20
037640,1,1,1,8600,,17
037641,1,1,1,38000,,21
037642,1,1,1,6400,,19
037643,1,1,1,0,13,13
037644,1,1,1,48000,,20
037645,1,1,1,0,,19
037646,1,1,1,15000,,21
037647,1,1,1,52000,,19
037648,1,1,1,70000,,20
037649,1,1,1,50000,,22
037650,1,1,1,,8,8
037651,1,1,1,,6,6
037652,1,1,1,85000,,19
037653,1,1,1,26000,,20
037654,1,1,1,0,15,19
037655,1,1,1,50000,,16
037656,1,1,1,85000,,19
037657,1,1,1,25000,,16
037658,1,1,1,50000,,16
037659,1,1,1,80000,,16
037660,1,1,1,0,,16
037661,2,2,2,12000,,16
037662,1,1,1,70000,,16
037663,9,68,16,,10,10
037664,9,68,16,,8,9
037665,9,68,16,,9,9
037666,1,1,1,0,,20
037667,1,1,1,60000,,18
037668,3,3,3,0,,19
037669,1,1,1,0,,16
037670,9,68,23,33100,,20
037671,9,68,23,,1,2
037672,1,1,1,221000,,23
037673,1,1,1,60000,,22
037674,1,1,1,35000,,20
037675,1,1,1,1100,,17
037676,1,1,1,30000,,16
037677,1,1,1,20000,,16
037678,1,1,1,0,,21
037679,1,1,1,0,,19
037680,3,5,3,0,,17
037681,1,1,1,6000,15,19
037682,1,1,1,,,8
037683,1,1,1,,6,6
037684,1,1,1,,6,6
037685,1,1,1,0,,18
037686,1,1,1,40000,,16
037687,1,1,1,20000,,16
037688,1,1,1,3000,,18
037689,1,1,1,0,,13
037690,1,1,1,35000,,20
037691,1,1,1,175000,,19
037692,1,1,1,22000,,18
037693,1,1,1,3500,15,19
037694,1,1,1,0,,16
037695,1,1,1,0,,19
037696,1,1,1,0,,19
037697,1,1,1,0,,24
037698,1,1,1,35000,,22
037699,1,1,1,0,,19
037700,1,1,1,40000,,19
037701,1,1,1,62000,,18
037702,1,1,1,7500,,18
037703,9,68,17,6000,15,19
037704,9,68,17,,5,5
037705,9,68,17,,2,3
037706,1,1,1,0,,18
037707,1,1,1,35700,,18
037708,1,1,1,133000,,21
037709,1,1,1,45000,16,21
037710,1,1,1,0,,19
037711,1,1,1,0,,13
037712,1,1,1,41000,,21
037713,1,1,1,0,,16
037714,1,1,1,0,,21
037715,9,68,25,60000,,21
037716,1,1,1,0,,16
037717,1,1,1,0,,21
037718,1,1,1,0,,21
037719,1,1,1,467000,,21
037720,1,1,1,0,,21
037721,1,1,1,30000,,19
037722,1,1,1,33000,,19
037723,1,1,1,0,,22
037724,1,1,1,75000,,19
037725,1,1,1,,5,6
037726,1,1,1,18000,,13
037727,1,1,1,0,,21
037728,1,1,1,1800,15,16
037729,1,1,1,5000,,18
037730,1,1,1,60000,,21
037731,1,1,1,,12,12
037732,8,67,15,22900,,16
037733,8,67,15,40700,,21
037734,8,67,15,,10,11
037735,9,68,98,3000,,20
037736,1,1,1,36000,,21
037737,9,68,98,0,12,13
037738,1,1,1,0,,18
037739,1,1,1,40000,,19
037740,1,1,1,60000,,22
037741,1,1,1,45000,,16
037742,1,1,1,52000,,16
037743,1,1,1,9000,,16
037744,1,1,1,0,,20
037745,1,1,1,14000,,19
037746,1,1,1,100000,,17
037747,1,1,1,1800,14,16
037748,1,1,1,0,,16
037749,1,1,1,0,,20
037750,1,1,1,75000,,22
037751,1,1,1,50000,,22
037752,1,1,1,12000,,15
037753,1,1,1,6000,,14
037754,3,5,3,12000,,19
037755,1,1,1,29000,,21
037756,1,1,1,120000,,22
037757,1,1,1,,,
037758,1,1,1,43000,,21
037759,1,1,1,83000,,16
037760,1,1,1,,2,2
037761,1,1,1,,1,1
037762,1,1,1,0,,19
037763,1,1,1,0,,21
037764,6,57,9,150000,,21
037765,1,1,1,0,,18
037766,1,1,1,56000,,20
037767,1,1,1,9000,,22
037768,1,1,1,24000,,19
037769,1,1,1,0,,13
037770,1,1,1,65000,,19
037771,1,1,1,,12,12
037772,1,1,1,47800,,17
037773,1,1,1,383000,,21
037774,1,1,1,60000,,22
037775,1,1,1,70000,,17
037776,1,1,1,20000,,17
037777,1,1,1,38000,,19
037778,1,1,1,85000,,21
037779,6,59,47,40000,,19
037780,6,59,47,35000,,1
037781,6,59,47,67000,,21
037782,6,59,47,8000,15,16
037783,1,1,1,0,,21
037784,1,1,1,64000,,16
037785,1,1,1,0,,19
037786,1,1,1,0,,17
037787,1,1,1,3200,,17
037788,1,1,1,,11,11
037789,1,1,1,,7,7
