ID,RAC1P,RAC2P,RAC3P,PERNP,SCHG,SCHL
037790,1,1,1,,,
037791,1,1,1,7000,,15
037792,1,1,1,0,,18
037793,1,1,1,78000,16,21
037794,6,42,10,0,,16
037795,9,68,24,,3,3
037796,9,68,24,,2,2
037797,1,1,1,6000,15,20
037798,1,1,1,45000,,17
037799,1,1,1,,9,10
037800,1,1,1,,6,7
037801,1,1,1,0,,17
037802,1,1,1,3600,15,19
037803,1,1,1,60000,,19
037804,1,1,1,0,,16
037805,1,1,1,40000,,16
037806,1,1,1,,7,7
037807,1,1,1,,6,6
037808,1,1,1,,5,5
037809,1,1,1,,4,4
037810,9,68,60,13000,,20
037811,1,1,1,53000,,19
037812,1,1,1,0,,21
037813,1,1,1,0,,16
037814,1,1,1,0,,16
037815,1,1,1,0,,17
037816,1,1,1,16000,,21
037817,6,48,7,2000,,16
037818,1,1,1,40000,,15
037819,1,1,1,65000,14,18
037820,1,1,1,52000,,16
037821,1,1,1,16300,,21
037822,1,1,1,26700,,19
037823,1,1,1,,1,1
037824,1,1,1,-3500,,18
037825,1,1,1,22800,,18
037826,9,68,16,,3,3
037827,9,68,16,,3,3
037828,1,1,1,,,
037829,1,1,1,50000,,16
037830,1,1,1,30000,,16
037831,1,1,1,0,,18
037832,1,1,1,800,,19
037833,1,1,1,36000,,16
037834,1,1,1,36000,,16
037835,1,1,1,148000,15,21
037836,1,1,1,48000,15,21
037837,1,1,1,0,,22
037838,6,59,54,0,,16
037839,9,68,21,62000,,16
037840,9,68,88,60000,,21
037841,9,68,88,6000,16,21
037842,6,38,4,146000,,21
037843,6,38,4,120000,,21
037844,6,38,4,,1,2
037845,1,1,1,0,,23
037846,1,1,1,0,,18
037847,8,67,15,0,,16
037848,8,67,15,0,,1
037849,6,38,4,76000,,21
037850,6,38,4,0,,21
037851,1,1,1,73000,,22
037852,1,1,1,0,16,23
037853,1,1,1,,7,7
037854,1,1,1,0,,21
037855,1,1,1,81000,,21
037856,1,1,1,30000,,19
037857,1,1,1,85000,,22
037858,1,1,1,85000,,21
037859,1,1,1,100000,,16
037860,1,1,1,15000,,24
037861,1,1,1,240000,,24
037862,1,1,1,,8,8
037863,1,1,1,,8,8
037864,1,1,1,0,,20
037865,1,1,1,150000,,22
037866,1,1,1,,1,1
037867,1,1,1,45000,,20
037868,1,1,1,22000,,22
037869,1,1,1,30000,,19
037870,1,1,1,0,,1
037871,1,1,1,41600,,19
037872,1,1,1,12000,,19
037873,1,1,1,,,
037874,1,1,1,250000,,23
037875,6,43,5,250000,,23
037876,9,68,19,,5,6
037877,9,68,19,,2,3
037878,1,1,1,0,,16
037879,1,1,1,23000,,19
037880,1,1,1,38400,,20
037881,9,68,23,,,3
037882,1,1,1,31000,,21
037883,1,1,1,25000,,16
037884,1,1,1,65000,,21
037885,1,1,1,0,,20
037886,1,1,1,,1,2
037887,1,1,1,,1,1
037888,1,1,1,700,,20
037889,5,29,3,0,,16
037890,5,29,3,0,,16
037891,1,1,1,48000,,21
037892,9,68,16,,8,9
037893,1,1,1,50000,,21
037894,1,1,1,120000,,21
037895,1,1,1,35000,,21
037896,1,1,1,13000,,15
037897,1,1,1,1300,,9
037898,1,1,1,,6,6
037899,1,1,1,,2,1
037900,1,1,1,55000,,20
037901,1,1,1,60000,,21
037902,1,1,1,4600,,24
037903,1,1,1,17100,,18
037904,1,1,1,225000,,17
037905,1,1,1,0,14,14
037906,1,1,1,,10,10
037907,1,1,1,13000,,19
037908,1,1,1,30000,,19
037909,1,1,1,0,,18
037910,1,1,1,0,,16
037911,1,1,1,12000,,21
037912,1,1,1,28000,15,18
037913,1,1,1,380,,20
037914,1,1,1,,7,7
037915,1,1,1,54000,,21
037916,1,1,1,70000,,22
037917,1,1,1,10000,,21
037918,1,1,1,0,,16
037919,1,1,1,30000,,16
037920,1,1,1,19000,15,21
037921,1,1,1,100000,,22
037922,1,1,1,0,,22
037923,1,1,1,0,,16
037924,1,1,1,0,,19
037925,6,57,9,85000,,16
037926,1,1,1,0,,15
037927,1,1,1,98000,,21
037928,1,1,1,0,,18
037929,9,68,16,,7,7
037930,1,1,1,500,,21
037931,1,1,1,3500,,21
037932,1,1,1,10000,,21
037933,1,1,1,50000,,18
037934,1,1,1,125000,,21
037935,1,1,1,0,,21
037936,1,1,1,,4,4
037937,1,1,1,,1,2
037938,1,1,1,3000,,21
037939,1,1,1,0,,20
037940,1,1,1,0,,16
037941,1,1,1,6000,,21
037942,1,1,1,80000,,19
037943,1,1,1,32000,15,19
037944,1,1,1,0,,21
037945,1,1,1,0,,21
037946,1,1,1,0,,20
037947,1,1,1,0,,22
037948,6,56,10,55000,,19
037949,1,1,1,40000,,19
037950,1,1,1,65000,,20
037951,1,1,1,,,
037952,1,1,1,0,15,19
037953,1,1,1,85000,,21
037954,6,45,6,72000,,21
037955,1,1,1,43000,,20
037956,1,1,1,0,14,16
037957,1,1,1,27000,,21
037958,8,67,15,18000,,21
037959,8,67,15,0,,16
037960,8,67,15,32000,,16
037961,8,67,15,19700,15,16
037962,1,1,1,0,,18
037963,1,1,1,0,,17
037964,1,1,1,46500,,21
037965,1,1,1,42500,,21
037966,2,2,2,18000,,20
037967,2,2,2,0,,18
037968,2,2,2,,9,9
037969,2,2,2,,7,7
037970,2,2,2,,4,4
037971,2,2,2,,1,2
037972,1,1,1,105000,,19
037973,1,1,1,98000,,21
037974,1,1,1,,8,9
037975,1,1,1,,8,9
037976,1,1,1,49200,,21
037977,1,1,1,40600,,22
037978,1,1,1,32000,,19
037979,1,1,1,130000,,22
037980,1,1,1,90000,,24
037981,1,1,1,0,12,13
037982,6,43,5,2000,15,19
037983,1,1,1,36400,,18
037984,1,1,1,,12,12
037985,1,1,1,,9,9
037986,1,1,1,41000,,19
037987,1,1,1,1500,14,15
037988,1,1,1,,10,11
037989,1,1,1,0,,18
037990,1,1,1,150000,,21
037991,1,1,1,0,,16
037992,1,1,1,36000,,16
037993,1,1,1,,11,11
037994,1,1,1,,8,8
037995,1,1,1,,6,6
037996,1,1,1,60000,,21
037997,1,1,1,22100,,16
037998,1,1,1,2000,,16
037999,1,1,1,70000,,16
038000,1,1,1,75000,,19
038001,1,1,1,85000,,18
038002,1,1,1,35000,,20
038003,1,1,1,,11,11
038004,1,1,1,42000,,20
038005,1,1,1,5000,,17
038006,1,1,1,0,,21
038007,1,1,1,474500,,21
038008,1,1,1,27000,,19
038009,1,1,1,,5,5
038010,1,1,1,,2,1
038011,1,1,1,0,,17
038012,1,1,1,15000,,16
038013,1,1,1,132000,,20
038014,1,1,1,0,,21
038015,2,2,2,5000,,18
038016,2,2,2,12000,,21
038017,9,68,17,12000,,21
038018,1,1,1,0,,21
038019,1,1,1,0,,15
038020,1,1,1,0,,14
038021,1,1,1,30000,,16
038022,1,1,1,18000,,16
038023,1,1,1,32000,,16
038024,6,58,10,110000,,21
038025,1,1,1,48000,,16
038026,1,1,1,2800,,16
038027,1,1,1,70000,,16
038028,1,1,1,,,
038029,1,1,1,0,,19
038030,6,45,6,36000,,17
038031,1,1,1,50600,,17
038032,1,1,1,9000,,1
038033,1,1,1,0,,15
038034,1,1,1,0,,18
038035,1,1,1,0,,12
038036,1,1,1,0,,21
038037,1,1,1,49000,,21
038038,1,1,1,,3,3
038039,1,1,1,,,1
038040,1,1,1,,,
038041,1,1,1,0,,12
038042,1,1,1,0,,21
038043,1,1,1,100000,,21
038044,1,1,1,,3,4
038045,1,1,1,4200,,18
038046,1,1,1,60000,,18
038047,1,1,1,195000,,19
038048,1,1,1,22000,,20
038049,1,1,1,0,,21
038050,1,1,1,18100,,11
038051,1,1,1,,5,5
038052,1,1,1,0,,16
038053,6,45,6,69000,,22
038054,6,45,6,14000,,21
038055,6,45,6,37500,,20
038056,6,45,6,13100,,20
038057,6,45,6,300,14,14
038058,6,45,6,0,,22
038059,8,67,15,25000,,12
038060,1,1,1,100000,,21
038061,1,1,1,100000,,15
038062,1,1,1,5000,13,13
038063,1,1,1,103000,,20
038064,1,1,1,19500,,18
038065,1,1,1,0,,21
038066,1,1,1,0,,19
038067,1,1,1,50000,,21
038068,1,1,1,100000,,21
038069,1,1,1,250,14,14
038070,1,1,1,0,,24
038071,1,1,1,0,,22
038072,1,1,1,0,,19
038073,1,1,1,0,,21
038074,1,1,1,0,,22
038075,1,1,1,0,,22
038076,2,2,2,60000,15,20
038077,2,2,2,,9,9
038078,2,2,2,,7,7
038079,1,1,1,0,,16
038080,1,1,1,0,,16
038081,2,2,2,72140,,19
038082,2,2,2,2300,,16
038083,2,2,2,,4,4
038084,2,2,2,,,1
038085,2,2,2,,,
038086,2,2,2,0,,1
038087,1,1,1,59000,,19
038088,1,1,1,75000,,17
038089,1,1,1,24000,,16
038090,1,1,1,0,13,13
038091,8,67,15,23000,,18
038092,8,67,15,,,1
038093,8,67,15,18000,,16
038094,1,1,1,32000,,21
038095,1,1,1,0,,21
038096,1,1,1,,,1
038097,1,1,1,,,
038098,1,1,1,72000,,22
038099,1,1,1,49000,,21
038100,1,1,1,,8,9
038101,1,1,1,,6,7
038102,1,1,1,112000,,21
038103,1,1,1,132000,,21
038104,1,1,1,14000,,16
038105,1,1,1,0,14,15
038106,3,16,3,100000,,20
038107,9,68,41,12600,15,16
038108,3,16,3,,3,3
038109,8,67,15,0,,12
038110,8,67,15,,7,7
038111,1,1,1,0,,18
038112,1,1,1,96000,,21
038113,9,68,20,,10,10
038114,1,1,1,40000,,19
038115,6,43,5,467000,,21
038116,1,1,1,50000,,22
038117,1,1,1,48000,,22
038118,6,43,5,0,,21
038119,6,43,5,120000,,22
038120,6,43,5,,,
038121,1,1,1,0,,19
038122,1,1,1,620,,19
038123,1,1,1,121000,,21
038124,1,1,1,0,,22
038125,1,1,1,200000,,22
038126,1,1,1,,6,6
038127,1,1,1,,6,6
038128,6,43,5,0,,24
038129,6,43,5,0,,24
038130,6,43,5,,4,4
038131,1,1,1,75000,,20
038132,1,1,1,1000,13,13
038133,1,1,1,,9,9
038134,1,1,1,12600,,15
038135,1,1,1,25100,,17
038136,1,1,1,0,,17
038137,1,1,1,0,,22
038138,9,68,17,45000,,21
038139,1,1,1,70000,,20
038140,9,68,17,,9,10
038141,9,68,17,,5,6
038142,1,1,1,0,,19
038143,1,1,1,0,,24
038144,1,1,1,0,,23
038145,1,1,1,222000,,23
038146,1,1,1,0,,21
038147,1,1,1,,,
038148,1,1,1,51000,,18
038149,1,1,1,,3,4
038150,1,1,1,,3,4
038151,2,2,2,13200,,16
038152,1,1,1,0,,17
038153,1,1,1,12000,,16
038154,1,1,1,0,,20
038155,2,2,2,26600,,18
038156,2,2,2,125000,,21
038157,1,1,1,0,,22
038158,1,1,1,0,,21
038159,1,1,1,41300,,20
038160,1,1,1,30000,,22
038161,2,2,2,3100,,18
038162,1,1,1,45000,,21
038163,1,1,1,12000,,18
038164,1,1,1,90000,,17
038165,1,1,1,36000,,20
038166,1,1,1,22000,,15
038167,1,1,1,5600,,21
038168,1,1,1,24000,,17
038169,6,38,4,100000,,21
038170,6,38,4,2500,,21
038171,6,38,4,,,
038172,1,1,1,24300,,18
038173,1,1,1,20400,,16
038174,2,2,2,148000,,22
038175,1,1,1,0,,16
038176,9,68,16,,9,9
038177,9,68,16,,6,6
038178,1,1,1,0,,16
038179,1,1,1,0,,16
038180,1,1,1,0,,15
038181,1,1,1,49000,,16
038182,1,1,1,0,,16
038183,1,1,1,0,,21
038184,1,1,1,0,,20
038185,1,1,1,0,,18
038186,1,1,1,0,,21
038187,2,2,2,5000,,16
038188,2,2,2,,6,6
038189,1,1,1,0,,19
038190,9,68,17,150000,15,20
038191,1,1,1,6500,,21
038192,1,1,1,8000,,21
038193,1,1,1,130000,,18
038194,1,1,1,20000,,17
038195,1,1,1,41000,,17
038196,1,1,1,0,15,20
038197,1,1,1,400,13,13
038198,1,1,1,67000,,21
038199,1,1,1,37500,,21
038200,1,1,1,0,,20
038201,1,1,1,80000,,18
038202,1,1,1,3000,,16
038203,1,1,1,0,13,13
038204,8,67,15,12000,,11
038205,9,68,20,6040,,16
038206,1,1,1,27500,,17
038207,1,1,1,35000,,22
038208,1,1,1,70000,,21
038209,1,1,1,30000,,20
038210,1,1,1,,3,3
038211,1,1,1,,1,1
038212,3,8,3,30000,,13
038213,1,1,1,0,,19
038214,1,1,1,70000,,21
038215,1,1,1,,5,5
038216,1,1,1,,2,2
038217,1,1,1,69000,,16
038218,1,1,1,64000,,21
038219,1,1,1,1100,12,12
038220,1,1,1,,9,9
038221,1,1,1,40000,,21
038222,1,1,1,70000,,21
038223,1,1,1,28300,,16
038224,3,17,3,76000,,21
038225,3,17,3,,8,8
038226,1,1,1,3200,15,16
038227,6,48,7,0,16,23
038228,6,48,7,0,,22
038229,1,1,1,27500,,22
038230,1,1,1,0,,22
038231,1,1,1,0,,21
038232,1,1,1,1500,,21
038233,1,1,1,0,,21
038234,1,1,1,0,,14
038235,6,38,4,142000,,22
038236,6,38,4,670,,21
038237,6,38,4,,1,1
038238,1,1,1,0,,19
038239,1,1,1,0,,1
038240,1,1,1,0,,21
038241,1,1,1,6000,,19
038242,1,1,1,0,,18
038243,1,1,1,383000,,21
038244,1,1,1,100000,,12
038245,1,1,1,,10,11
038246,1,1,1,,10,10
038247,1,1,1,75000,,21
038248,1,1,1,0,,22
038249,1,1,1,0,,22
038250,1,1,1,0,,15
038251,1,1,1,96000,,20
038252,1,1,1,75000,,18
038253,1,1,1,11400,,19
038254,1,1,1,0,,22
038255,1,1,1,0,,21
038256,1,1,1,0,,21
038257,1,1,1,7000,,21
038258,1,1,1,0,,16
038259,1,1,1,40000,,21
038260,1,1,1,130000,,23
038261,1,1,1,,7,7
038262,1,1,1,,4,4
038263,1,1,1,280,,19
038264,1,1,1,6000,14,14
038265,2,2,2,0,,16
038266,1,1,1,0,,21
038267,1,1,1,110500,,21
038268,1,1,1,,12,12
038269,1,1,1,,10,10
038270,2,2,2,,10,10
038271,1,1,1,0,,21
038272,1,1,1,18000,,19
038273,1,1,1,68000,,16
038274,1,1,1,3600,,17
038275,1,1,1,110000,,16
038276,1,1,1,0,,15
038277,1,1,1,36000,,16
038278,1,1,1,4000,,19
038279,1,1,1,50000,,24
038280,8,67,15,0,,20
038281,8,67,15,,,
038282,1,1,1,9600,,18
038283,1,1,1,30000,,21
038284,1,1,1,0,,16
038285,2,2,2,0,13,13
038286,6,38,4,131000,,22
038287,6,38,4,0,,22
038288,6,38,4,,,1
038289,1,1,1,0,,21
038290,6,43,5,0,15,16
038291,6,43,5,0,15,16
038292,1,1,1,50000,,20
038293,1,1,1,0,,16
038294,1,1,1,265000,,17
038295,1,1,1,50000,,18
038296,1,1,1,36000,,17
038297,1,1,1,,5,5
038298,9,68,16,,2,1
038299,1,1,1,1600,,16
038300,1,1,1,0,,20
038301,3,21,3,0,,19
038302,1,1,1,40000,,20
038303,1,1,1,37400,,17
038304,1,1,1,52000,,19
038305,1,1,1,47000,,18
038306,9,68,16,40000,,16
038307,1,1,1,0,,17
038308,1,1,1,18600,,12
038309,1,1,1,0,,11
038310,1,1,1,15000,,22
038311,1,1,1,100000,,21
038312,1,1,1,9000,,19
038313,1,1,1,70000,,21
038314,3,27,3,3000,,19
038315,6,38,4,120000,,22
038316,6,38,4,140000,,22
038317,6,38,4,,4,5
038318,6,38,4,,1,2
038319,1,1,1,29400,,16
038320,1,1,1,0,,16
038321,1,1,1,1800,,17
038322,1,1,1,18000,,16
038323,1,1,1,19200,,21
038324,1,1,1,68000,,19
038325,1,1,1,37000,16,21
038326,7,63,12,30400,,21
038327,8,67,15,45800,,16
038328,8,67,15,,4,5
038329,8,67,15,,,1
038330,1,1,1,0,,16
038331,1,1,1,0,,16
038332,1,1,1,0,,13
038333,1,1,1,0,,21
038334,1,1,1,90000,,22
038335,1,1,1,35000,,22
038336,1,1,1,,2,1
038337,1,1,1,,1,1
038338,1,1,1,95000,,19
038339,1,1,1,38000,,20
038340,1,1,1,,4,4
038341,1,1,1,,,
038342,1,1,1,,8,8
038343,1,1,1,50000,,16
038344,1,1,1,0,,21
038345,1,1,1,0,,21
038346,1,1,1,178000,,15
038347,1,1,1,0,,22
038348,1,1,1,12400,,18
038349,1,1,1,100000,,16
038350,1,1,1,250000,,23
038351,1,1,1,50000,,21
038352,1,1,1,5000,,16
038353,6,38,4,80000,,21
038354,1,1,1,0,,16
038355,1,1,1,0,,15
038356,1,1,1,45000,,21
038357,1,1,1,90000,,21
038358,1,1,1,,,
038359,1,1,1,15000,,13
038360,1,1,1,0,,13
038361,1,1,1,0,,14
038362,1,1,1,0,,14
038363,1,1,1,82000,,18
038364,1,1,1,56500,,22
038365,1,1,1,0,,21
038366,2,2,2,0,,7
038367,1,1,1,40000,,21
038368,9,68,22,,4,4
038369,9,68,22,,1,1
038370,1,1,1,0,,21
038371,1,1,1,0,,19
038372,6,43,5,120000,,16
038373,6,43,5,0,,16
038374,6,43,5,0,15,18
038375,6,43,5,,8,8
038376,6,43,5,,3,3
038377,9,68,17,680,,17
038378,9,68,17,,11,11
038379,9,68,25,37000,,18
038380,1,1,1,120000,,20
038381,1,1,1,25000,,16
038382,1,1,1,400,,16
038383,1,1,1,9600,,16
038384,9,68,41,0,,17
038385,1,1,1,55000,,21
038386,1,1,1,80000,,21
038387,1,1,1,,2,1
038388,1,1,1,,,1
038389,1,1,1,100000,,21
038390,1,1,1,100000,,21
038391,1,1,1,,,2
038392,1,1,1,,,
038393,1,1,1,31000,,16
038394,1,1,1,23000,,16
038395,1,1,1,,5,5
038396,2,2,2,26500,,16
038397,1,1,1,0,,16
038398,1,1,1,30000,,16
038399,1,1,1,0,,16
038400,1,1,1,70000,,19
038401,1,1,1,120000,,19
038402,1,1,1,0,,16
038403,1,1,1,46500,,23
038404,1,1,1,70000,,21
038405,1,1,1,34000,,21
038406,1,1,1,48000,,22
038407,1,1,1,0,,19
038408,1,1,1,0,,14
038409,1,1,1,0,,14
038410,1,1,1,21000,,19
038411,1,1,1,30000,,18
038412,1,1,1,65000,,20
038413,2,2,2,0,,17
038414,6,38,4,10000,,22
038415,6,38,4,210000,,23
038416,6,38,4,,,1
038417,1,1,1,0,,14
038418,6,57,9,60000,,20
038419,6,57,9,30000,,21
038420,6,57,9,,5,5
038421,1,1,1,0,,22
038422,1,1,1,48000,,21
038423,1,1,1,35000,,16
038424,1,1,1,35000,,16
038425,1,1,1,0,,18
038426,1,1,1,80000,,20
038427,1,1,1,0,,21
038428,2,2,2,31000,,20
038429,1,1,1,160,,17
038430,1,1,1,100000,,19
038431,1,1,1,100000,,21
038432,1,1,1,503000,,23
038433,1,1,1,60000,,22
038434,1,1,1,70000,,16
038435,1,1,1,200000,,23
038436,8,67,15,37600,,19
038437,8,67,15,0,,19
038438,8,67,15,,1,1
038439,8,67,15,,,1
038440,8,67,15,,,
038441,1,1,1,0,,20
038442,1,1,1,20000,,16
038443,1,1,1,13000,,22
038444,1,1,1,60000,,21
038445,1,1,1,,9,9
038446,1,1,1,4700,,16
038447,1,1,1,33000,,17
038448,3,21,3,0,,17
038449,1,1,1,0,,16
038450,9,68,17,4800,,22
038451,1,1,1,38000,,23
038452,1,1,1,0,,18
038453,1,1,1,0,,16
038454,1,1,1,0,,19
038455,1,1,1,0,,18
038456,1,1,1,0,,17
038457,1,1,1,30000,,24
038458,1,1,1,0,,21
038459,1,1,1,0,,16
038460,1,1,1,48000,,22
038461,1,1,1,28000,,20
038462,1,1,1,2600,14,14
038463,1,1,1,,12,12
038464,1,1,1,,9,9
038465,1,1,1,,7,7
038466,1,1,1,50000,,16
038467,1,1,1,25200,,17
038468,1,1,1,,11,11
038469,1,1,1,,8,8
038470,1,1,1,,6,6
038471,6,43,5,0,,21
038472,1,1,1,12300,15,16
038473,1,1,1,82000,,1
038474,1,1,1,,10,11
038475,1,1,1,,8,8
038476,1,1,1,,6,6
038477,1,1,1,,2,3
038478,1,1,1,,,2
038479,1,1,1,30000,16,21
038480,1,1,1,93000,15,16
038481,1,1,1,,1,1
038482,1,1,1,,,
038483,1,1,1,50000,,21
038484,1,1,1,82000,,20
038485,1,1,1,0,,20
038486,9,68,67,19500,,16
038487,6,45,6,76000,,17
038488,2,2,2,0,,17
038489,1,1,1,100000,,16
038490,1,1,1,150000,,21
038491,1,1,1,65000,,20
038492,1,1,1,130000,,21
038493,1,1,1,17000,,21
038494,1,1,1,0,,22
038495,1,1,1,70000,,22
038496,1,1,1,35000,,17
038497,1,1,1,,,
038498,1,1,1,,,
038499,6,48,7,0,,11
038500,1,1,1,2500,,19
038501,1,1,1,110000,,21
038502,1,1,1,15000,,20
038503,1,1,1,75000,,21
038504,9,68,53,12000,,15
038505,9,68,53,30000,,21
038506,1,1,1,0,,16
038507,1,1,1,0,,16
038508,1,1,1,0,,20
038509,1,1,1,0,,21
038510,1,1,1,1700,,19
038511,1,1,1,75000,,19
038512,1,1,1,100000,,16
038513,1,1,1,0,,16
038514,1,1,1,30000,,1
038515,1,1,1,,12,12
038516,5,37,3,62000,,20
038517,5,37,3,0,,17
038518,1,1,1,22000,,19
038519,1,1,1,55000,,21
038520,6,43,5,0,15,21
038521,6,43,5,0,15,20
038522,1,1,1,40000,,19
038523,1,1,1,96000,,20
038524,1,1,1,383000,,16
038525,1,1,1,50000,,1
038526,1,1,1,0,,21
038527,6,49,8,165000,,20
038528,6,49,8,20000,,16
038529,6,49,8,12000,,22
038530,6,49,8,64000,,21
038531,6,49,8,40000,,21
038532,1,1,1,40000,,19
038533,1,1,1,38000,,20
038534,1,1,1,3500,,19
038535,1,1,1,190000,,21
038536,1,1,1,0,,19
038537,1,1,1,,3,4
038538,1,1,1,,2,2
038539,8,67,15,0,,19
038540,1,1,1,467000,,21
038541,8,67,15,,5,5
038542,1,1,1,40000,,19
038543,1,1,1,70000,,23
038544,1,1,1,0,,22
038545,1,1,1,0,,21
038546,1,1,1,44000,,18
038547,1,1,1,,,
038548,1,1,1,0,,13
038549,1,1,1,0,,11
038550,3,23,3,0,,17
038551,1,1,1,16100,16,21
038552,1,1,1,80,14,14
038553,1,1,1,92000,,14
038554,6,57,9,60000,,20
038555,6,57,9,25500,,16
038556,6,57,9,0,15,16
038557,6,57,9,,9,10
038558,1,1,1,950,,16
038559,1,1,1,4300,,21
038560,1,1,1,55000,,18
038561,1,1,1,54000,,20
038562,1,1,1,,11,11
038563,1,1,1,33000,,19
038564,1,1,1,0,,21
038565,1,1,1,0,,21
038566,6,49,8,20000,,17
038567,6,49,8,23000,,19
038568,6,49,8,80000,16,22
038569,6,49,8,52000,,21
038570,1,1,1,0,,14
038571,1,1,1,28000,,18
038572,1,1,1,4400,,16
038573,1,1,1,50000,,16
038574,1,1,1,24000,,16
038575,1,1,1,120000,,19
038576,1,1,1,48700,,18
038577,1,1,1,0,,22
038578,1,1,1,0,,22
038579,1,1,1,0,,16
038580,1,1,1,0,,20
038581,1,1,1,0,,19
038582,1,1,1,87000,,21
038583,1,1,1,0,,18
038584,1,1,1,75000,,19
038585,1,1,1,,3,3
038586,1,1,1,0,,16
038587,6,45,6,0,13,14
038588,1,1,1,28000,,16
038589,1,1,1,,4,5
038590,1,1,1,,4,5
038591,1,1,1,10000,,14
038592,8,67,15,25000,,16
038593,8,67,15,35300,,19
038594,1,1,1,0,,15
038595,1,1,1,50000,,21
038596,1,1,1,50000,,18
038597,9,68,88,0,,22
038598,1,1,1,0,,21
038599,1,1,1,1600,,21
038600,9,68,17,220000,,21
038601,9,68,17,6000,,21
038602,1,1,1,60000,,16
038603,1,1,1,15000,,20
038604,1,1,1,46500,,16
038605,1,1,1,20000,,16
038606,1,1,1,51500,,19
038607,1,1,1,0,13,13
038608,1,1,1,,11,11
038609,1,1,1,,8,8
038610,1,1,1,0,,19
038611,1,1,1,0,15,18
038612,8,67,15,36400,,15
038613,8,67,15,5200,,16
038614,8,67,15,,,
038615,1,1,1,62000,,16
038616,1,1,1,45000,,21
038617,1,1,1,40000,,19
038618,1,1,1,,7,7
038619,1,1,1,1500,,18
038620,1,1,1,6000,,20
038621,1,1,1,10600,,14
038622,1,1,1,0,,16
038623,1,1,1,0,,18
038624,9,68,22,178000,,16
038625,1,1,1,7500,,16
038626,1,1,1,0,16,21
038627,1,1,1,0,,16
038628,1,1,1,35000,16,22
038629,2,2,2,37600,,21
038630,1,1,1,130000,,16
038631,1,1,1,42000,,18
038632,1,1,1,0,,18
038633,1,1,1,0,,17
038634,1,1,1,100000,,21
038635,1,1,1,40000,15,20
038636,1,1,1,,6,6
038637,1,1,1,,1,2
038638,1,1,1,7000,,18
038639,1,1,1,63000,,21
038640,1,1,1,0,,10
038641,1,1,1,26400,,16
038642,1,1,1,,11,11
038643,1,1,1,,8,8
038644,1,1,1,,4,5
038645,1,1,1,,,
038646,1,1,1,0,,16
038647,1,1,1,40000,,20
038648,1,1,1,32000,,19
038649,1,1,1,120000,,21
038650,1,1,1,2000,15,19
038651,1,1,1,144000,,21
038652,1,1,1,60000,16,22
038653,1,1,1,11100,,16
038654,1,1,1,61000,,22
038655,1,1,1,89000,,21
038656,1,1,1,107000,,21
038657,1,1,1,,10,10
038658,1,1,1,0,,19
038659,1,1,1,0,,19
038660,1,1,1,0,,19
038661,1,1,1,0,,14
038662,1,1,1,0,,17
038663,1,1,1,135000,,22
038664,1,1,1,85000,,21
038665,9,68,17,0,,20
038666,1,1,1,19000,,20
038667,1,1,1,16000,,18
038668,1,1,1,36000,,18
038669,2,2,2,0,15,19
038670,9,68,16,0,,19
038671,1,1,1,0,15,19
038672,1,1,1,57000,,20
038673,1,1,1,,1,2
038674,1,1,1,0,,18
038675,1,1,1,5300,,14
038676,1,1,1,120000,,15
038677,1,1,1,225000,,22
038678,1,1,1,20000,,19
038679,1,1,1,,2,2
038680,1,1,1,,,
038681,1,1,1,60000,,9
038682,1,1,1,0,,14
038683,1,1,1,30000,,20
038684,6,49,8,43000,,21
038685,6,49,8,19000,,16
038686,1,1,1,13800,,18
038687,1,1,1,0,,16
038688,1,1,1,16000,,14
038689,1,1,1,10000,,13
038690,1,1,1,,5,6
038691,1,1,1,,4,5
038692,1,1,1,,,
038693,6,44,5,0,,21
038694,6,48,7,0,,19
038695,6,59,45,6000,,21
038696,6,59,45,0,14,16
038697,1,1,1,35000,,19
038698,1,1,1,95000,,19
038699,1,1,1,,7,8
038700,1,1,1,0,,19
038701,1,1,1,110000,,20
038702,1,1,1,,4,4
038703,1,1,1,,2,2
038704,8,67,15,43000,,18
038705,8,67,15,29600,15,18
038706,8,67,15,,,1
038707,8,67,15,,,
038708,1,1,1,88000,,20
038709,1,1,1,0,,21
038710,1,1,1,52000,,21
038711,1,1,1,54000,,15
038712,1,1,1,,6,6
038713,1,1,1,,,
038714,1,1,1,0,,16
038715,1,1,1,,2,2
038716,1,1,1,18000,,21
038717,1,1,1,0,,20
038718,1,1,1,0,,16
038719,1,1,1,24000,,20
038720,1,1,1,80000,15,19
038721,1,1,1,78000,,21
038722,1,1,1,20000,,20
038723,1,1,1,0,,14
038724,1,1,1,27000,,21
038725,1,1,1,72000,,16
038726,1,1,1,0,,18
038727,1,1,1,0,12,12
038728,1,1,1,2400,15,19
038729,6,43,5,80000,,22
038730,6,59,47,90000,,20
038731,1,1,1,0,,19
038732,1,1,1,25600,,21
038733,9,68,30,0,,17
038734,1,1,1,0,,19
038735,1,1,1,0,,13
038736,1,1,1,0,,16
038737,7,61,13,46000,,19
038738,1,1,1,84000,,20
038739,1,1,1,107000,,19
038740,1,1,1,0,,19
038741,1,1,1,0,,20
038742,1,1,1,,5,6
038743,1,1,1,,5,6
038744,1,1,1,,,1
038745,1,1,1,,,
038746,1,1,1,0,,16
038747,1,1,1,30000,,16
038748,6,45,6,4000,,18
038749,6,45,6,,4,4
038750,1,1,1,58000,,17
